,Unnamed: 0,time,open,high,low,close,tick_volume,spread,real_volume,EMA_200,EMA_50,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,cross,result
82516,82516,1695744000,1.06051,1.06058,1.06024,1.06033,2671,13,405200000,1.05949,1.05989,1.05989,1.05949,53.06204,27.85265,0.0002025,0.00021,14.11175,18.63754,18.00834,49.25146,0.52385,46.40181,-0.01697,38.28644,49.98999,0,2,win
82549,82549,1695753900,1.05766,1.05768,1.0571,1.05718,2330,13,349300000,1.05921,1.05871,1.05871,1.05921,33.38087,-111.97962,-0.0004718,-0.0004542,16.29504,29.55309,22.41735,28.72418,0.189,38.44529,-0.08128,68.21298,73.89257,1,2,win
82579,82579,1695762900,1.05658,1.0566,1.05647,1.05649,1892,13,279575000,1.05864,1.0575,1.0575,1.05864,34.72172,-173.00858,-0.0002224,-0.0002107,15.5579,37.31119,26.51546,28.9053,0.08096,34.80647,-0.08512,12.02715,30.42068,1,2,loss
82610,82610,1695772200,1.05704,1.0571,1.05687,1.05707,920,19,8114146000,1.05817,1.0571,1.0571,1.05817,51.76414,-2.46168,8.87e-05,9.28e-05,17.07548,40.19372,27.44407,45.96299,0.53294,52.9355,0.03028,20.2515,32.72612,1,2,win
82627,82627,1695777300,1.057,1.05702,1.05694,1.05695,891,19,395900000,1.05799,1.05706,1.05706,1.05799,47.13876,-29.39447,1.78e-05,2.67e-05,18.05414,26.20652,18.9689,49.18312,0.35712,49.58004,-0.00473,25.01053,50.25281,0,2,win
82641,82641,1695781500,1.05698,1.05704,1.05693,1.057,714,19,533200000,1.05787,1.05707,1.05707,1.05787,46.78094,-80.80808,1.79e-05,2.31e-05,21.41859,15.96158,30.24629,73.37095,0.29223,57.38145,0.00284,32.35615,59.57591,1,2,win
82652,82652,1695784800,1.05691,1.05691,1.05677,1.05682,1116,13,43850000,1.05776,1.057,1.057,1.05776,43.60728,-94.23077,-3.94e-05,-3.39e-05,14.23019,19.54097,17.07187,41.78317,0.2175,43.27857,-0.01514,52.85594,56.72683,1,2,win
82676,82676,1695792000,1.05624,1.05628,1.05611,1.05612,1795,13,58350000,1.05746,1.05662,1.05662,1.05746,39.88904,-39.64166,-6.42e-05,-4.6e-05,14.16426,29.67419,30.3762,59.88787,0.37435,43.21514,-0.03124,21.73083,39.53709,1,2,loss
82684,82684,1695794400,1.0564,1.05643,1.05591,1.05609,1889,13,91875000,1.05737,1.05651,1.05651,1.05737,41.7427,-84.48035,-8.45e-05,-8.36e-05,21.2515,27.48008,23.8847,40.73152,0.19447,45.14736,-0.03881,47.61428,47.03673,0,2,loss
82693,82693,1695797100,1.05627,1.05628,1.05602,1.05602,1670,13,71075000,1.05728,1.05645,1.05645,1.05728,40.62167,-101.40093,-5.73e-05,-5.17e-05,7.23779,32.49706,29.69629,56.74945,0.15988,45.83458,-0.01894,38.7458,65.55713,0,2,loss
82710,82710,1695802200,1.05581,1.05584,1.05565,1.0557,1704,13,229700000,1.05706,1.05617,1.05617,1.05706,37.76184,-103.15231,-0.0001274,-0.0001266,12.25282,26.90656,30.60035,39.2923,0.25016,40.17014,-0.01894,54.11377,70.51228,1,2,loss
82741,82741,1695811500,1.05673,1.05681,1.05653,1.0568,2221,13,331425000,1.0569,1.05644,1.05644,1.0569,55.16926,22.08128,0.0001943,0.0001955,17.77031,21.83433,19.75581,43.06756,0.59056,52.37341,0.02272,33.49511,46.42753,1,2,win
82776,82776,1695822000,1.05553,1.05555,1.05535,1.05551,2075,13,302625000,1.05663,1.05602,1.05602,1.05663,40.85795,-86.81424,-0.0001576,-0.000155,6.66501,26.10656,36.97928,36.50995,0.40714,45.50992,0.018,36.99188,43.4174,1,2,win
82809,82809,1695831900,1.05404,1.05404,1.05297,1.05297,2756,12,69800000,1.05597,1.05473,1.05473,1.05597,31.59634,-197.90506,-0.0001765,-0.0001399,11.83176,28.93488,19.17566,56.38742,-0.01919,39.42854,-0.10531,24.64072,53.76934,1,2,win
82840,82840,1695841200,1.05084,1.05092,1.0506,1.05061,2676,12,69050000,1.05482,1.05251,1.05251,1.05482,35.86905,-188.74989,-0.0003545,-0.0003208,10.62949,29.96653,25.99536,35.75344,0.14325,38.05529,-0.12169,19.95601,43.67241,1,2,win
82855,82855,1695845700,1.05003,1.05007,1.04954,1.0496,2739,12,69425000,1.0542,1.05153,1.05153,1.0542,35.01715,-142.40908,-0.0004336,-0.0004228,15.95431,40.7511,30.89396,28.57386,0.18803,31.86111,-0.09233,38.02766,58.16091,1,2,loss
82868,82868,1695849600,1.049,1.04901,1.04874,1.04884,2414,12,62800000,1.05361,1.05064,1.05064,1.05361,32.11822,-120.7062,-0.0004784,-0.0004667,12.73127,32.53272,31.66871,21.42981,0.20301,31.18561,-0.05622,21.1892,26.64934,1,2,loss
82885,82885,1695854700,1.05022,1.05025,1.05006,1.05018,2300,13,168875000,1.05315,1.05067,1.05067,1.05315,45.14287,-24.78075,0.000153,0.0001854,16.46902,28.45979,30.46998,50.98125,0.43255,41.2154,-0.03712,8.80096,35.08899,1,2,loss
82910,82910,1695862200,1.05044,1.05052,1.05032,1.05038,276,19,141775000,1.05253,1.05048,1.05048,1.05253,49.46323,21.96898,1.64e-05,1.68e-05,14.99686,20.36883,16.0131,40.95001,0.53116,37.59529,0.00762,53.74078,46.322,0,2,loss
82915,82915,1695863700,1.05045,1.05054,1.0503,1.05033,541,19,130025000,1.05243,1.05047,1.05047,1.05243,47.48103,-26.89751,1.1e-05,1.76e-05,15.93789,14.95925,13.90526,45.19258,0.38258,36.77223,-0.01999,48.2433,54.06099,1,2,loss
82953,82953,1695875100,1.05133,1.05136,1.05118,1.05128,1647,12,43475000,1.05191,1.05082,1.05082,1.05191,58.60615,49.73951,0.0002189,0.0002279,16.52818,10.76639,42.69838,62.83423,0.58102,59.23045,0.01522,13.53534,33.22302,1,2,win
82986,82986,1695885000,1.04981,1.04998,1.04976,1.04986,1750,12,44200000,1.05147,1.05042,1.05042,1.05147,36.90296,-112.66998,-0.0001279,-0.0001249,16.78531,30.85796,28.03116,44.24798,0.3505,48.17513,-0.00381,37.95442,59.18531,1,2,loss
83006,83006,1695891000,1.05024,1.05043,1.05011,1.05043,1823,12,49325000,1.05127,1.05041,1.05041,1.05127,50.60089,-8.0155,5.72e-05,6.07e-05,15.89464,21.53712,31.11283,53.49103,0.55222,56.47819,0.01238,18.02571,29.04012,1,2,loss
83010,83010,1695892200,1.05076,1.05084,1.0503,1.05032,2064,12,54250000,1.05125,1.05045,1.05045,1.05125,46.95634,-4.28982,7.74e-05,7.86e-05,17.98662,17.08883,23.58009,52.97662,0.32737,48.19779,-0.02951,37.3361,47.56635,0,2,loss
83043,83043,1695902100,1.05146,1.05175,1.05114,1.05161,2465,12,63475000,1.05116,1.05094,1.05094,1.05116,56.55498,26.25843,0.0003013,0.000311,14.46676,21.22364,15.31385,42.87652,0.58278,52.80972,0.07804,39.79407,47.19326,1,2,loss
83061,83061,1695907500,1.05362,1.05362,1.05321,1.05323,2155,12,54675000,1.05148,1.05209,1.05209,1.05148,59.05195,38.51792,0.0005995,0.0006264,19.87076,16.74993,43.03421,66.26626,0.57981,57.90643,0.0608,31.0413,56.64041,1,2,loss
83078,83078,1695912600,1.0544,1.05465,1.0543,1.05435,2326,12,60600000,1.05186,1.05302,1.05302,1.05186,65.12112,118.79093,0.0004192,0.000426,28.12252,7.48723,45.32038,71.64806,0.76761,56.2459,0.06834,62.79953,78.1582,0,2,loss
83088,83088,1695915600,1.05446,1.05455,1.05331,1.05331,2895,12,75025000,1.05207,1.05336,1.05336,1.05207,44.95533,-92.03554,0.0001849,0.0002557,18.09628,21.91354,20.09689,43.82111,0.12462,44.18203,-0.12232,43.50108,43.83398,0,2,loss
83119,83119,1695924900,1.05583,1.05609,1.05574,1.05603,2762,12,69800000,1.05282,1.05465,1.05465,1.05282,57.89904,58.49357,0.0005521,0.0005527,18.71697,15.71264,30.50812,57.13853,0.619,58.74888,0.07107,32.72364,53.87135,1,2,loss
83129,83129,1695927900,1.05725,1.05725,1.0568,1.05682,2388,12,60450000,1.05324,1.0555,1.0555,1.05324,55.77583,41.6954,0.0006441,0.000678,20.55983,15.21207,44.10849,57.90006,0.54846,55.90819,0.03976,33.95114,55.01105,0,2,loss
83165,83165,1695938700,1.05549,1.05555,1.05523,1.05531,2250,12,57050000,1.05403,1.0557,1.0557,1.05403,42.4585,-36.65213,-0.0001112,-0.0001034,18.27311,25.21475,21.27891,48.62736,0.41896,47.6432,-0.00663,33.60675,42.09768,1,2,loss
83188,83188,1695945600,1.05643,1.05643,1.05599,1.05603,26,19,9000000,1.05447,1.05603,1.05603,1.05447,45.92637,-34.93617,0.0001435,0.0001728,19.1646,27.23562,34.33465,68.04026,0.35608,61.66736,-0.01799,18.44608,34.54442,1,2,loss
83232,83232,1695958800,1.05616,1.05617,1.05595,1.05596,1097,12,28175000,1.05513,1.05621,1.05621,1.05513,36.86119,-208.93526,-7e-05,-6.56e-05,10.27791,23.95911,24.57783,57.20503,0.26313,48.21249,-0.02178,61.40631,78.40175,1,2,loss
83258,83258,1695966600,1.05775,1.05792,1.05774,1.05791,1366,12,36200000,1.05563,1.057,1.057,1.05563,64.70759,61.09325,0.0003677,0.0003755,20.47157,16.62704,37.37675,72.0861,0.62923,62.22949,0.03688,11.78215,11.30825,1,2,loss
83289,83289,1695975900,1.05807,1.05812,1.05796,1.05796,1526,12,40300000,1.05621,1.05761,1.05761,1.05621,55.42739,60.11973,0.0001141,0.0001176,21.46097,12.08571,31.76783,55.34179,0.62741,55.28089,0.00851,65.03156,72.44527,0,2,loss
83322,83322,1695985800,1.06016,1.06051,1.05988,1.06018,2629,12,66275000,1.05706,1.05897,1.05897,1.05706,59.97165,49.29821,0.0005234,0.000543,18.29906,19.45475,20.44452,43.01338,0.61129,58.60742,0.08024,0.51909,16.95995,1,2,loss
83344,83344,1695992400,1.06138,1.06144,1.06108,1.06114,2267,12,58225000,1.05781,1.06011,1.06011,1.05781,57.51297,90.79118,0.0003511,0.0003608,18.98657,10.9857,27.78996,57.6795,0.64025,56.10141,0.07073,56.17832,67.14647,0,2,win
83384,83384,1696004400,1.05968,1.0597,1.05904,1.05909,2598,12,66500000,1.05854,1.05996,1.05996,1.05854,42.25332,-97.19392,-0.0001153,-0.0001095,15.74189,30.51964,24.41728,44.77848,0.23535,42.25139,-0.07642,63.76475,66.09842,1,2,win
83425,83425,1696016700,1.05795,1.05843,1.05753,1.05757,2674,12,74200000,1.05836,1.0584,1.0584,1.05836,41.56756,-67.65488,-6.67e-05,-6.51e-05,14.681,24.14325,17.5146,64.47126,0.07951,42.44567,-0.04726,33.52623,60.12102,0,2,win
83443,83443,1696022100,1.05687,1.05691,1.05634,1.05648,2509,12,70025000,1.05813,1.05763,1.05763,1.05813,36.48626,-90.57936,-0.0003209,-0.0003207,8.89758,19.71391,32.20704,49.67517,0.29533,41.45875,-0.01703,77.5391,75.07113,1,2,loss
83466,83466,1696029000,1.05707,1.05714,1.05687,1.05691,1370,13,102750000,1.05792,1.05732,1.05732,1.05792,43.55084,-84.62195,-1.69e-05,-3.2e-06,7.95564,20.29943,19.6525,39.02951,0.30221,44.40225,-0.03689,0.6655,5.82677,1,2,loss
83476,83476,1696204800,1.05687,1.0569,1.05687,1.05689,71,18,15525000,1.05785,1.05729,1.05729,1.05785,41.14921,-165.00598,9.8e-06,2.63e-05,16.89218,25.87867,22.52333,29.33385,0.11236,48.07909,-0.0227,28.07137,54.68862,1,2,loss
83540,83540,1696224000,1.05686,1.05687,1.05674,1.05676,1125,12,43425000,1.0572,1.05661,1.05661,1.0572,54.19933,51.24309,0.0001094,0.0001144,15.60055,16.00067,22.32646,46.67175,0.57512,47.15229,0.00852,11.28628,28.47337,0,2,loss
83544,83544,1696225200,1.05697,1.05699,1.0569,1.0569,1143,12,29325000,1.05719,1.05665,1.05665,1.05719,57.83899,109.51009,0.0001113,0.0001115,18.20627,11.99002,22.10537,47.27287,0.6526,51.93689,0.00284,53.2261,38.66524,0,2,loss
83566,83566,1696231800,1.05695,1.05695,1.05679,1.05685,1311,12,34275000,1.05712,1.05679,1.05679,1.05712,49.56511,-2.88821,5.03e-05,5.62e-05,13.92656,22.303,14.01711,51.51089,0.43934,52.52871,-0.00095,31.68664,45.14144,1,2,loss
83604,83604,1696243200,1.05779,1.05791,1.05751,1.05751,2297,12,61750000,1.05714,1.05724,1.05724,1.05714,49.74963,6.53225,0.0003445,0.0003782,20.28829,24.53354,29.36654,64.87216,0.48236,50.43548,0.01702,5.85921,20.35327,1,2,win
83668,83668,1696262400,1.05288,1.05296,1.05254,1.05258,2564,12,69500000,1.05576,1.05394,1.05394,1.05576,36.04194,-133.62364,-0.0003079,-0.0002947,6.19,20.80929,35.42277,36.57301,0.09105,45.73632,-0.04748,23.57239,27.91095,1,2,loss
83672,83672,1696263600,1.05256,1.05291,1.05226,1.05249,2670,12,69350000,1.05564,1.05377,1.05377,1.05564,38.15804,-151.35527,-0.0003023,-0.0002926,11.00331,25.66198,35.45396,43.43179,0.18649,46.05525,-0.09682,58.34301,61.22811,1,2,win
83705,83705,1696273500,1.04958,1.04959,1.04916,1.04931,2520,12,63800000,1.05423,1.05132,1.05132,1.05423,32.68992,-105.42477,-0.0004559,-0.0004387,11.32006,33.99681,27.41689,44.22634,0.30846,43.68659,-0.06667,22.54689,35.02924,1,2,loss
83710,83710,1696275000,1.04951,1.04952,1.04909,1.04922,2552,12,64600000,1.05399,1.05099,1.05099,1.05399,34.00402,-102.48922,-0.0004598,-0.0004497,10.69568,28.93023,32.6249,21.28875,0.17865,41.27281,-0.16556,20.57893,26.345,1,2,loss
83733,83733,1696281900,1.04951,1.04953,1.04916,1.04921,2255,12,59925000,1.05309,1.05018,1.05018,1.05309,41.26836,-86.14401,-9.67e-05,-8.44e-05,19.47053,32.58359,18.45165,43.5471,0.24415,42.37624,-0.10473,13.41094,34.44086,1,2,win
83788,83788,1696298400,1.04757,1.04775,1.04755,1.0476,770,19,208125000,1.05099,1.04822,1.04822,1.05099,36.83051,-116.09499,-9.09e-05,-8.12e-05,12.10525,29.32251,33.19333,52.40994,0.15793,50.02259,-0.00382,19.47344,32.12632,1,2,loss
83801,83801,1696302300,1.04778,1.04789,1.04643,1.04663,1788,12,44750000,1.05059,1.04799,1.04799,1.05059,27.78591,-262.03459,-0.0001117,-7.14e-05,26.72489,26.18333,33.98305,36.86674,-0.36926,44.66909,-0.11071,37.27433,65.11317,1,2,loss
83814,83814,1696306200,1.04696,1.04697,1.04672,1.04675,1787,12,44675000,1.05016,1.04761,1.04761,1.05016,38.37735,-93.215,-0.0001877,-0.000182,14.92764,27.76874,19.33831,40.29068,0.20583,46.4561,-0.04679,65.39253,65.66068,1,2,loss
83827,83827,1696310100,1.04695,1.04698,1.04677,1.04682,1575,12,65625000,1.04978,1.0474,1.0474,1.04978,40.84274,-129.50392,-0.0001161,-0.0001056,6.94587,23.72677,27.97628,35.77928,0.13902,42.84954,-0.03533,35.55734,42.80942,0,2,loss
83851,83851,1696317300,1.04641,1.04655,1.04612,1.0462,1796,12,45600000,1.04911,1.04694,1.04694,1.04911,33.54986,-260.57094,-0.0001058,-7.86e-05,15.23052,31.70262,16.92477,44.24705,-0.09961,42.7065,-0.03631,7.3809,29.50853,1,2,loss
83903,83903,1696332900,1.04848,1.04854,1.04825,1.0483,2284,12,58250000,1.04835,1.0475,1.0475,1.04835,57.43315,42.80354,0.0004444,0.0004511,17.10433,18.18178,37.34827,65.96462,0.58099,53.74321,0.07733,28.50213,46.24013,1,2,loss
83944,83944,1696345200,1.04729,1.04741,1.04672,1.04684,2637,12,70425000,1.04821,1.04773,1.04773,1.04821,36.64969,-109.39884,-0.0002401,-0.0002133,20.90189,31.43167,23.10778,43.36855,0.20069,37.72823,-0.04297,56.07404,63.00729,1,2,loss
83951,83951,1696347300,1.04699,1.04706,1.04638,1.0466,2743,12,71625000,1.04814,1.04759,1.04759,1.04814,38.56807,-184.27848,-0.0002254,-0.0002079,14.66796,30.13214,18.6163,49.4197,0.22289,38.87979,-0.12215,49.58261,69.61333,1,2,loss
83968,83968,1696352400,1.04803,1.04803,1.04531,1.04542,2926,12,82425000,1.04798,1.04738,1.04738,1.04798,32.6232,-130.55326,-1.69e-05,-1.15e-05,25.20047,21.95247,21.62525,64.811,-0.11668,54.83012,-0.16712,60.2565,84.61545,1,2,loss
83981,83981,1696356300,1.04661,1.04704,1.04639,1.04683,2872,12,73200000,1.04787,1.04726,1.04726,1.04787,47.36337,-58.06738,-3.9e-05,-2.05e-05,17.62752,20.49752,14.79148,46.22496,0.3761,50.4121,0.13583,57.11299,56.31655,0,2,win
84016,84016,1696366800,1.04685,1.04696,1.04655,1.04661,2457,12,61525000,1.04743,1.04668,1.04668,1.04743,49.5614,2.18535,9.56e-05,0.0001019,12.02445,20.03284,18.82442,58.02778,0.45959,43.54826,0.00382,32.04042,40.76308,1,2,loss
84034,84034,1696372200,1.04732,1.04743,1.04699,1.04706,2228,12,163650000,1.04739,1.04696,1.04696,1.04739,49.28052,8.39723,0.000189,0.0002125,17.8705,22.67122,20.95742,57.39077,0.46276,43.47527,0.00096,31.92965,48.50496,0,2,win
84076,84076,1696384800,1.04638,1.04639,1.04622,1.04631,838,19,211575000,1.04713,1.04665,1.04665,1.04713,38.51804,-199.78553,-7.41e-05,-6.93e-05,12.40288,32.79395,21.05299,49.75514,0.12959,42.75978,-0.02198,16.67485,43.91731,1,2,loss
84100,84100,1696392000,1.04705,1.04711,1.04667,1.04684,2245,12,130000000,1.04707,1.04681,1.04681,1.04707,48.85828,-14.52599,0.0001329,0.0001372,21.31257,22.02321,29.41223,39.29174,0.43948,56.99602,0.02293,13.0007,33.27553,1,2,loss
84130,84130,1696401000,1.04622,1.04633,1.04607,1.04607,1521,12,41325000,1.04691,1.04653,1.04653,1.04691,39.69706,-120.27447,-0.0001127,-0.0001059,11.42132,23.0817,22.48359,28.87675,0.17155,45.2176,-0.03154,47.8759,61.64843,1,2,loss
84159,84159,1696409700,1.04679,1.04691,1.04662,1.04676,1773,12,46075000,1.04682,1.0466,1.0466,1.04682,52.69593,8.30949,0.0001538,0.0001647,20.32428,19.13618,39.17591,57.16431,0.50966,53.38704,-0.01624,13.90885,25.23575,1,2,win
84194,84194,1696420200,1.04834,1.04859,1.04812,1.04828,2438,12,65100000,1.04693,1.04728,1.04728,1.04693,59.09517,50.31861,0.0004794,0.0005015,18.92323,17.64885,25.24457,43.82204,0.56203,49.59497,0.04199,10.7103,13.91793,1,2,loss
84202,84202,1696422600,1.04935,1.04966,1.04894,1.04899,2436,12,62650000,1.0471,1.0478,1.0478,1.0471,59.5885,83.49539,0.000538,0.0005475,27.49014,15.34605,29.71905,58.12924,0.56798,54.41056,0.05341,36.68524,57.09538,0,2,loss
84215,84215,1696426500,1.05032,1.0505,1.05018,1.05046,2093,12,53425000,1.0475,1.04884,1.04884,1.0475,61.38598,54.30138,0.0006491,0.0006642,20.65703,21.07604,29.879,56.86215,0.63248,64.38372,0.12486,32.74303,58.40419,0,2,loss
84223,84223,1696428900,1.05148,1.05154,1.05108,1.05108,2629,12,70375000,1.04774,1.04934,1.04934,1.04774,62.69667,127.06772,0.0005301,0.0005317,34.06472,12.19702,30.59889,56.87399,0.6579,62.3519,0.00381,63.95852,56.45635,0,2,win
84248,84248,1696436400,1.05162,1.05173,1.05125,1.05132,2513,12,65325000,1.04852,1.05066,1.05066,1.04852,49.6095,5.09904,0.0004329,0.0004969,12.62349,28.76536,23.63578,58.75405,0.48735,46.83453,0.00951,31.92733,50.41558,0,2,win
84288,84288,1696448400,1.05145,1.05177,1.05118,1.05119,2451,12,62125000,1.04924,1.05085,1.05085,1.04924,50.79314,4.49826,0.0003021,0.0003313,17.70071,15.39081,30.24751,50.77614,0.46261,51.29811,-0.00951,27.67504,29.06047,1,2,win
84330,84330,1696461000,1.05132,1.05132,1.05097,1.05098,1129,13,77025000,1.04976,1.05086,1.05086,1.04976,49.5943,17.82702,0.0002045,0.000206,18.63194,27.11414,30.27759,55.83978,0.49761,58.04127,-0.00571,31.03018,49.22503,1,2,loss
84362,84362,1696470600,1.05052,1.05055,1.05044,1.0505,450,19,118000000,1.04998,1.05065,1.05065,1.04998,43.3201,-89.3688,-3.39e-05,-3.2e-05,8.15768,23.95964,23.88489,47.19996,0.36516,45.51702,0.00095,1.85337,10.88639,1,2,loss
84377,84377,1696475100,1.05053,1.05053,1.05025,1.05028,1589,12,40025000,1.05006,1.0506,1.0506,1.05006,34.16587,-208.51842,-3.05e-05,-1.61e-05,9.89719,27.44469,25.03926,32.64176,-0.20714,38.9269,-0.01809,30.07931,44.62644,1,2,loss
84401,84401,1696482300,1.05256,1.05257,1.05228,1.05244,1889,12,48025000,1.05044,1.05146,1.05146,1.05044,61.07878,55.5392,0.000431,0.0004318,21.06019,20.33946,31.37322,50.44969,0.59426,55.28716,0.01901,13.29177,16.54977,0,2,win
84423,84423,1696488900,1.05258,1.05261,1.05237,1.05244,1562,13,232225000,1.05083,1.05202,1.05202,1.05083,53.62704,36.33326,0.0001542,0.0001688,23.09168,27.2297,20.46592,64.29965,0.57792,49.71589,0.01711,51.00421,78.09298,0,2,win
84445,84445,1696495500,1.05215,1.05224,1.05187,1.05197,1830,13,289250000,1.05111,1.05217,1.05217,1.05111,39.89472,-127.80749,-1.68e-05,2e-07,13.13167,26.71292,23.41344,47.31796,0.1581,47.43607,-0.01806,44.67887,67.40681,1,2,win
84482,84482,1696506600,1.05102,1.05102,1.05021,1.05021,2629,13,394075000,1.05109,1.05129,1.05129,1.05109,32.71196,-130.97976,-8.84e-05,-5.75e-05,13.61675,23.72896,16.39289,36.54836,0.02017,39.93008,-0.07707,21.21281,44.50907,1,2,loss
84491,84491,1696509300,1.05086,1.05097,1.05055,1.05057,2296,13,344775000,1.05108,1.05119,1.05119,1.05108,41.55028,-87.54209,-5.76e-05,-5.49e-05,19.13987,25.61435,21.94389,36.13855,0.18797,45.15885,-0.05708,60.87942,78.81964,1,2,loss
84493,84493,1696509900,1.05102,1.05113,1.05074,1.05083,2314,13,339600000,1.05108,1.05117,1.05117,1.05108,46.80798,-31.60988,-5.72e-05,-5.44e-05,17.26506,19.23922,17.8283,50.02788,0.3697,45.91562,-0.01808,57.62039,58.33303,1,2,loss
84495,84495,1696510500,1.05095,1.05102,1.05068,1.05072,2134,13,315775000,1.05107,1.05114,1.05114,1.05107,45.22263,-46.71146,-6.79e-05,-5.69e-05,14.01848,20.33315,16.0175,57.60255,0.31756,45.84646,0.03427,61.66131,62.52143,1,2,loss
84524,84524,1696519200,1.05196,1.05215,1.05139,1.05147,2757,13,397600000,1.05123,1.05158,1.05158,1.05123,45.07305,-48.79588,0.0002082,0.000254,21.83452,29.35787,26.96099,56.28129,0.30557,44.65426,-0.03708,23.60678,53.99366,1,2,loss
84534,84534,1696522200,1.05205,1.0521,1.05105,1.0511,2770,13,411325000,1.05122,1.05146,1.05146,1.05122,45.56111,-31.93428,-5.6e-05,-4.24e-05,22.7989,18.5365,22.34893,43.69056,0.2921,56.68626,-0.11214,62.70669,60.7641,0,2,loss
84545,84545,1696525500,1.05179,1.05183,1.0512,1.05143,2893,13,433425000,1.05131,1.05166,1.05166,1.05131,46.15112,-15.42056,0.0001169,0.0001293,26.68956,39.69293,17.00361,57.11157,0.43211,46.887,-0.05893,33.93206,56.53958,1,2,loss
84552,84552,1696527600,1.05178,1.05215,1.05165,1.05207,2837,13,427750000,1.05137,1.0518,1.0518,1.05137,51.04442,-17.05454,0.0001407,0.0001527,21.23169,25.0358,12.36288,50.03822,0.5056,50.42357,0.02377,38.11007,49.51543,0,2,loss
84558,84558,1696529400,1.0521,1.05278,1.0521,1.05246,2830,13,422300000,1.05143,1.05195,1.05195,1.05143,53.1293,41.81883,0.0001785,0.0001801,24.39527,26.07162,12.25633,57.21575,0.61551,53.43864,0.05038,45.0951,63.00522,0,2,loss
84567,84567,1696532100,1.05293,1.05312,1.05238,1.05252,2743,13,410775000,1.05155,1.0522,1.0522,1.05155,50.64418,23.86279,0.0002127,0.0002243,22.30899,18.68114,14.90071,57.29027,0.47671,50.05082,-0.04179,28.02019,42.77251,0,2,loss
84578,84578,1696535400,1.05308,1.05339,1.05302,1.05333,2514,13,377375000,1.05174,1.05261,1.05261,1.05174,54.95197,33.61586,0.0002938,0.0002978,16.4953,22.00381,28.99068,42.47422,0.61954,51.22221,0.03799,38.32032,58.62564,1,2,loss
84607,84607,1696544100,1.05483,1.05483,1.05455,1.05466,2213,13,336025000,1.05234,1.05374,1.05374,1.05234,59.16222,58.82004,0.0003682,0.0003806,17.88518,15.69281,33.3722,49.50881,0.61073,54.46095,0.0313,30.41808,51.18234,1,2,win
84706,84706,1696573800,1.05444,1.05444,1.05417,1.05418,1546,13,225775000,1.05369,1.05435,1.05435,1.05369,43.91087,-42.84222,2.96e-05,3.24e-05,18.64434,19.76257,25.49639,55.04946,0.28192,44.00306,-0.00379,26.51133,42.46668,1,2,loss
84722,84722,1696578600,1.05416,1.05418,1.05401,1.05403,1218,13,181800000,1.05376,1.05427,1.05427,1.05376,42.08402,-97.92219,-3.21e-05,-2.54e-05,11.17909,24.56796,21.88195,49.93976,0.20131,40.67892,-0.00379,45.17112,65.14155,1,2,loss
84742,84742,1696584600,1.05346,1.05361,1.05337,1.0534,1892,13,280625000,1.05376,1.05396,1.05396,1.05376,33.87776,-113.57792,-0.0001515,-0.0001416,10.20682,26.35443,40.33992,24.96942,0.20402,36.79379,-0.03891,52.93262,72.15907,1,2,loss
84766,84766,1696591800,1.05466,1.05483,1.05424,1.05431,2510,13,377500000,1.05386,1.0542,1.0542,1.05386,49.58597,10.38532,0.0002101,0.0002332,10.85125,17.1854,19.949,43.73526,0.46125,48.18715,-0.05309,6.81015,19.79412,1,2,loss
84776,84776,1696594800,1.055,1.05506,1.05477,1.05481,2213,13,333800000,1.05395,1.05441,1.05441,1.05395,54.05601,49.98383,0.000197,0.0002023,20.53876,18.99115,16.54698,28.57334,0.53108,51.21606,0.0256,62.55235,60.4202,0,2,loss
84794,84794,1696600200,1.0558,1.05581,1.05555,1.0556,2283,13,334325000,1.05423,1.05506,1.05506,1.05423,53.3764,20.06981,0.0003117,0.0003348,22.14212,21.13761,31.0744,57.74928,0.52427,52.38564,0.02653,27.63738,52.37097,1,2,loss
84811,84811,1696605300,1.05579,1.0559,1.05557,1.05573,2618,13,377950000,1.05446,1.05541,1.05541,1.05446,50.33715,-0.68474,0.0001969,0.000198,26.1948,27.9164,27.63599,55.70716,0.50303,47.47201,0.04454,45.39525,65.17572,1,2,loss
84858,84858,1696619400,1.05887,1.05898,1.05799,1.05813,2722,13,407500000,1.05437,1.05542,1.05542,1.05437,62.22012,44.11931,0.0015572,0.0015715,19.92604,22.92558,40.80376,72.05431,0.57705,59.80597,0.18273,36.31568,60.71554,1,2,loss
84890,84890,1696629000,1.05963,1.05963,1.05913,1.05913,2338,13,354125000,1.05556,1.0579,1.0579,1.05556,55.08602,46.69913,0.0004628,0.0004977,20.49702,19.35433,31.33496,71.78252,0.54449,49.50389,0.06614,54.26296,77.63116,0,2,win
84965,84965,1696824300,1.05674,1.05682,1.05626,1.0563,2177,13,316400000,1.05617,1.05654,1.05654,1.05617,46.52124,-46.26256,0.0001621,0.0001641,24.68772,21.85156,37.53234,61.08083,0.35035,54.2063,-0.01988,42.87877,70.90402,0,2,win
