,Unnamed: 0,time,open,high,low,close,tick_volume,spread,real_volume,EMA_200,EMA_50,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,cross,result
12841,12841,1666341000,0.97646,0.97717,0.97636,0.97713,2435,5,730500000,0.978,0.9771,0.9771,0.978,55.14461,55.87481,-0.0001515,-0.0001692,16.04459,19.71882,29.97674,43.07457,0.68487,45.95998,0.02559,36.05496,18.51869,0,1,loss
12862,12862,1666347300,0.97665,0.97786,0.97655,0.97781,2911,5,873300000,0.97781,0.97701,0.97701,0.97781,63.12726,84.07225,-2.36e-05,-7.75e-05,22.91527,16.45574,21.66541,36.90341,0.96442,47.85694,0.0952,66.86443,49.03054,0,1,win
12899,12899,1666358400,0.97375,0.97428,0.97368,0.97419,2730,5,819000000,0.97731,0.97595,0.97595,0.97731,39.32355,-64.29179,-0.000789,-0.0008174,18.26584,28.95925,38.42946,42.65589,0.42171,44.36744,-0.11074,76.19908,79.40778,1,1,win
12930,12930,1666367700,0.97261,0.97767,0.9726,0.97572,2938,5,881400000,0.97638,0.97426,0.97426,0.97638,62.4343,82.5546,-0.000515,-0.0006907,22.93002,20.22778,38.07156,50.05262,0.82261,49.05175,0.13033,78.36754,61.38181,0,1,win
12953,12953,1666374600,0.98079,0.98164,0.97998,0.98056,2958,5,887400000,0.97683,0.97697,0.97697,0.97683,61.97303,104.4863,0.0011859,0.0011715,24.74426,15.01238,27.9097,57.16068,0.65622,53.23633,0.12866,53.72449,42.29645,0,1,loss
12964,12964,1666377900,0.98037,0.98344,0.98033,0.98327,2961,5,888300000,0.97716,0.9781,0.9781,0.97716,64.3341,199.10691,0.0009716,0.0008947,24.38456,15.01622,17.14062,71.45703,1.05458,56.45865,0.25388,51.40433,42.53594,0,1,win
12999,12999,1666388400,0.98374,0.98469,0.9837,0.98464,2827,5,848100000,0.97913,0.98232,0.98232,0.97913,59.40427,157.72506,0.0002373,0.0002204,25.05777,14.45205,21.42579,49.76661,0.92994,51.728,0.121,97.97052,78.90792,0,1,win
13029,13029,1666570200,0.98693,0.98739,0.98693,0.98738,684,19,205200000,0.98094,0.98504,0.98504,0.98094,68.78754,271.16773,0.0004878,0.0004685,24.34749,17.80112,17.36994,51.36901,0.83806,55.45572,0.12371,95.93103,68.84654,0,1,loss
13036,13036,1666572300,0.98741,0.98829,0.98741,0.98802,1418,19,425400000,0.98135,0.98551,0.98551,0.98135,69.40884,211.88288,0.0004865,0.0004309,42.84321,15.14468,20.88406,51.04784,1.13703,61.03089,0.2008,71.23,45.72063,0,1,win
13058,13058,1666578900,0.98362,0.98726,0.98357,0.98699,2721,19,816300000,0.98219,0.98542,0.98542,0.98219,60.70472,26.2373,-0.0005641,-0.0005819,21.23957,22.85078,39.08966,29.06263,0.70475,39.67208,0.15221,43.59308,17.95094,0,1,win
13092,13092,1666589100,0.98308,0.98358,0.98295,0.98358,2638,12,791400000,0.98283,0.98446,0.98446,0.98283,45.53883,-55.38587,-0.0004719,-0.0005002,9.96031,11.70242,44.79277,61.84807,0.4607,46.80003,-0.03151,70.94837,57.00884,0,1,loss
13108,13108,1666593900,0.98307,0.98326,0.98299,0.98325,2187,12,656100000,0.98292,0.98395,0.98395,0.98292,45.74681,-43.98751,-0.0002574,-0.0002723,18.21819,25.67531,28.22275,56.10898,0.4131,50.37619,-0.0813,46.63918,44.09115,1,1,win
13132,13132,1666601100,0.9844,0.98488,0.98434,0.98473,2467,5,740100000,0.98317,0.9841,0.9841,0.98317,62.38792,87.56975,0.000221,0.0002088,24.97942,13.00856,23.88661,70.43732,0.68465,53.59934,0.03454,37.4007,29.63701,0,1,win
13135,13135,1666602000,0.98424,0.98534,0.9841,0.98524,2915,5,874500000,0.98322,0.98416,0.98416,0.98322,65.93303,154.52268,0.0002399,0.0002106,24.86283,12.46284,23.55902,56.90016,0.80246,51.6215,0.03757,30.19203,28.33479,0,1,loss
13147,13147,1666605600,0.98453,0.98612,0.98453,0.98597,2960,5,888000000,0.98337,0.98431,0.98431,0.98337,62.99883,133.72273,0.0001074,8.19e-05,31.84252,21.06805,19.04916,50.25447,1.02686,52.01201,0.07409,48.07552,35.95707,0,1,loss
13152,13152,1666607100,0.9844,0.98548,0.98427,0.985,2945,5,883500000,0.98344,0.98441,0.98441,0.98344,53.79591,30.43615,0.0001424,0.0001281,20.46841,19.00567,12.96127,38.52699,0.62261,43.25219,0.04672,51.40242,50.54218,0,1,loss
13168,13168,1666611900,0.98314,0.98365,0.98298,0.98362,2922,5,876600000,0.98339,0.98377,0.98377,0.98339,50.96293,-0.53986,-0.0003796,-0.0004031,18.78316,17.26876,32.43078,50.019,0.5459,52.35694,-0.02033,91.78517,63.52345,0,1,loss
13182,13182,1666616100,0.98273,0.98334,0.98245,0.98329,2884,5,865200000,0.98328,0.98321,0.98321,0.98328,54.27825,54.21279,-0.0003345,-0.0004176,28.48851,18.17263,29.84268,64.391,0.69397,62.52586,-0.01322,75.67954,51.98594,1,1,loss
13195,13195,1666620000,0.98219,0.98249,0.98187,0.98233,2866,5,859800000,0.98319,0.98292,0.98292,0.98319,47.00782,-11.96515,-0.0001889,-0.0001898,13.30475,17.83659,22.40734,35.78982,0.49422,46.62178,-0.08747,32.16976,30.43914,0,1,win
13204,13204,1666622700,0.98189,0.98444,0.98182,0.98331,2941,5,882300000,0.98308,0.98265,0.98265,0.98308,59.53599,171.70205,-0.0001484,-0.000226,16.74319,15.06043,33.94187,43.01173,1.03311,48.11689,0.13544,60.34601,36.2413,0,1,win
13228,13228,1666629900,0.98443,0.98749,0.98443,0.98616,2953,5,885900000,0.98326,0.98342,0.98342,0.98326,66.65947,289.61635,0.0003553,0.000235,25.24226,11.17554,22.1617,42.97704,1.02902,55.23494,0.27046,64.89998,48.953,0,1,win
13288,13288,1666647900,0.98702,0.98735,0.98692,0.98734,2494,5,748200000,0.98507,0.98685,0.98685,0.98507,55.7758,71.39609,1.5e-06,-1e-05,13.7369,12.00547,9.87915,57.04098,1.0293,53.83674,0.0385,58.16463,47.58227,0,1,win
13328,13328,1666659900,0.9873,0.98745,0.98723,0.98744,680,19,204000000,0.98583,0.98724,0.98724,0.98583,55.92715,57.22714,-4.32e-05,-4.96e-05,15.30169,25.81678,30.72886,45.26635,0.77197,57.39287,0.00912,66.66667,34.45338,0,1,win
13357,13357,1666668600,0.98902,0.98967,0.98902,0.98944,2620,12,786000000,0.98649,0.98811,0.98811,0.98649,63.65208,291.23792,0.0002233,0.000206,25.51842,14.40411,28.0067,42.69501,0.8701,56.46688,0.08092,51.88622,35.14362,0,1,loss
13391,13391,1666678800,0.9883,0.98843,0.98818,0.98839,2336,12,700800000,0.98712,0.98845,0.98845,0.98712,48.28163,-36.12479,-0.0001108,-0.0001115,8.98053,11.20599,21.4124,50.52599,0.45055,53.71722,0.00405,85.681,78.8637,1,1,loss
13424,13424,1666688700,0.98745,0.98767,0.98738,0.98757,2400,5,720000000,0.98733,0.98794,0.98794,0.98733,47.18642,-15.76642,-0.0002623,-0.000269,15.87397,23.44034,51.1393,52.16698,0.48722,51.85262,-0.0162,80.27367,51.06691,0,1,loss
13442,13442,1666694100,0.9864,0.98666,0.98615,0.98624,2667,5,800100000,0.98719,0.98715,0.98715,0.98719,42.45201,-27.16914,-0.0004124,-0.0004328,15.59614,16.02715,44.26326,28.95172,0.37093,43.35966,-0.05675,67.04554,50.8505,0,1,win
13463,13463,1666700400,0.98674,0.98734,0.98666,0.98692,2522,5,756600000,0.98706,0.98677,0.98677,0.98706,55.0434,83.72378,-3.9e-05,-7.33e-05,29.82159,14.65727,20.53068,48.76163,0.68943,57.86151,0.04156,63.16668,45.99261,0,1,loss
13488,13488,1666707900,0.9859,0.98626,0.98585,0.98614,2526,5,757800000,0.98689,0.98641,0.98641,0.98689,49.55136,-12.64312,-0.0002079,-0.0002123,17.50654,16.97114,32.81824,35.23036,0.49298,61.49725,-0.01014,77.36905,62.46036,1,1,win
13566,13566,1666731300,0.99597,0.99643,0.9958,0.99639,2362,5,708600000,0.99067,0.99482,0.99482,0.99067,59.74372,149.37514,0.0001329,0.0001022,26.12642,9.63918,22.0701,64.29835,0.79711,64.1008,0.10951,100.0,83.24533,0,1,loss
13583,13583,1666736400,0.99654,0.99667,0.99648,0.99657,2230,5,669000000,0.99155,0.99554,0.99554,0.99155,57.87603,89.61606,0.0001353,0.0001262,25.4468,10.1812,26.86251,57.60238,0.65834,61.06321,0.01505,64.32456,49.75528,0,1,loss
13593,13593,1666739400,0.99663,0.99679,0.99659,0.99674,1583,13,474900000,0.99202,0.99587,0.99587,0.99202,57.2618,97.69545,0.0001569,0.0001513,17.63953,8.32402,26.89356,69.18686,0.89112,60.28107,0.03914,57.92301,55.6424,0,1,loss
13629,13629,1666750200,0.99598,0.99615,0.99592,0.99609,1712,19,513600000,0.99331,0.99612,0.99612,0.99331,49.20307,-11.08033,-0.000135,-0.0001423,18.32081,14.25048,19.61352,59.06277,0.50362,55.43625,0.01506,84.70892,72.15775,1,1,loss
13655,13655,1666758000,0.99511,0.99534,0.99495,0.9951,2668,12,800400000,0.99381,0.99564,0.99564,0.99381,44.52096,-33.94851,-0.0003164,-0.0003177,23.55625,15.60689,27.92997,49.61893,0.40731,50.63462,-0.0211,86.89834,61.19718,0,1,win
13704,13704,1666772700,0.99589,0.99615,0.99583,0.99615,2485,12,745500000,0.99443,0.99549,0.99549,0.99443,62.03226,227.81557,8.14e-05,4.29e-05,28.54102,13.22204,17.51686,50.55135,1.10637,65.36644,0.07937,76.43727,51.17523,0,1,win
13741,13741,1666783800,1.00236,1.00346,1.0022,1.00346,2898,5,869400000,0.99601,0.9992,0.9992,0.99601,70.79616,74.92293,0.0014576,0.001453,26.08351,11.10097,53.89673,78.52422,0.72432,67.73761,0.29986,12.04533,14.37633,1,1,win
13771,13771,1666792800,1.00225,1.00271,1.00211,1.00251,2774,5,832200000,0.99768,1.00137,1.00137,0.99768,55.98073,81.6647,1.08e-05,8.1e-06,25.74994,14.01386,17.73169,56.94226,0.64907,64.56766,-0.02892,82.76694,69.03278,0,1,loss
13799,13799,1666801200,1.00078,1.00115,1.00042,1.00101,2874,5,862200000,0.99861,1.00134,1.00134,0.99861,46.7711,-28.06512,-0.0003577,-0.0003733,13.57591,13.03459,22.21514,49.94855,0.46221,55.07282,-0.04394,63.72671,51.46954,0,1,win
13857,13857,1666818600,1.00844,1.00854,1.0083,1.00833,2437,5,731100000,1.00188,1.00629,1.00629,1.00188,64.54762,178.79345,0.0005172,0.0005146,27.12884,9.92888,33.08543,55.79923,0.89074,57.95569,0.08139,89.99278,87.26683,0,1,loss
13862,13862,1666820100,1.00869,1.00883,1.00864,1.00869,2601,5,780300000,1.00219,1.00666,1.00666,1.00219,66.07376,142.71152,0.0004949,0.000493,27.00033,12.47395,27.30088,63.25121,0.9011,54.65521,0.15589,80.221,67.21377,0,1,loss
13880,13880,1666825500,1.00825,1.00843,1.00819,1.00826,2580,13,774000000,1.00314,1.00732,1.00732,1.00314,58.35969,82.78867,0.0001315,0.00013,22.6126,9.96402,24.75068,63.98634,0.65989,60.74017,0.03969,100.0,88.22418,1,1,win
13889,13889,1666828200,1.00825,1.00836,1.00823,1.00826,1386,19,415800000,1.00357,1.00757,1.00757,1.00357,57.65068,114.53347,0.0001098,0.0001068,23.82417,11.36895,24.01415,52.43923,0.77547,55.5138,0.01786,91.34312,73.80447,0,1,win
13896,13896,1666830300,1.00802,1.00852,1.00802,1.0085,1668,19,500400000,1.00387,1.00767,1.00767,1.00387,60.19545,129.53466,6.1e-05,4.94e-05,27.96726,17.65069,17.30089,47.10232,0.97419,58.91536,0.05457,79.31337,69.22229,0,1,loss
13908,13908,1666833900,1.00793,1.00814,1.00792,1.00806,1578,19,473400000,1.00432,1.00776,1.00776,1.00432,52.54675,44.09009,-3.2e-06,-8.6e-06,16.81051,15.87945,10.00058,64.5029,0.63816,56.09735,-0.04363,49.47271,41.96716,1,1,win
13963,13963,1666850400,1.00661,1.00684,1.00656,1.0066,2487,12,746100000,1.00578,1.00746,1.00746,1.00578,37.02536,-45.64519,-0.0003981,-0.0004122,12.40787,14.68008,51.36779,22.05938,0.36964,29.84786,-0.0427,80.10631,69.76139,0,1,win
13984,13984,1666856700,1.00648,1.00674,1.00645,1.0067,1712,12,513600000,1.00597,1.00708,1.00708,1.00597,47.03215,-98.92592,-0.0001155,-0.0001165,15.20603,18.27695,17.00646,41.24966,0.35871,45.79073,0.00199,27.4305,35.62129,1,1,win
14017,14017,1666866600,1.00581,1.00638,1.00581,1.00626,2842,5,852600000,1.00619,1.00672,1.00672,1.00619,47.38908,-33.2027,-0.0002708,-0.0002826,17.70552,13.63345,21.53504,43.0063,0.47242,49.05176,0.03281,71.19028,71.67279,0,1,win
14049,14049,1666876200,1.00423,1.00455,1.00406,1.00449,2736,5,820800000,1.00596,1.00551,1.00551,1.00596,44.72229,-35.59322,-0.0005962,-0.000624,21.14931,17.03965,35.2466,35.95679,0.44654,52.80689,-0.04378,82.84188,63.97731,0,1,loss
14056,14056,1666878300,1.00308,1.00347,1.00296,1.00334,2677,5,803100000,1.0058,1.00504,1.00504,1.0058,37.99156,-99.0631,-0.0005785,-0.0005811,10.03464,20.85434,30.38008,57.55087,0.38825,49.76804,-0.00498,58.65907,58.93775,1,1,win
14090,14090,1666888500,1.00018,1.00228,1.00015,1.00204,2958,5,887400000,1.00472,1.00245,1.00245,1.00472,53.28576,32.80954,-0.0009497,-0.0011037,26.27295,14.48763,35.98202,50.0132,0.62623,54.69563,0.0909,93.69967,82.09222,0,1,loss
14128,14128,1666899900,0.99785,0.99799,0.99756,0.99772,2787,5,836100000,1.00319,1.00003,1.00003,1.00319,37.16929,-77.62069,-0.0008296,-0.000834,12.0405,18.18076,31.16826,42.6722,0.36517,43.61614,-0.09813,56.5155,39.86773,1,1,win
14153,14153,1666907400,0.9961,0.99642,0.99586,0.99639,2541,5,762300000,1.00189,0.99821,0.99821,1.00189,39.30371,-79.06916,-0.0006114,-0.0006131,20.03669,30.04708,37.28381,21.34538,0.30376,44.85782,-0.11028,76.96591,65.4591,1,1,win
14173,14173,1666913400,0.99627,0.99673,0.99612,0.99655,2622,13,786600000,1.00094,0.99733,0.99733,1.00094,46.36855,-32.5558,-0.0001876,-0.0001913,16.33339,20.58361,27.07452,36.50066,0.4563,43.97917,-0.06418,21.91894,13.74658,1,1,win
14178,14178,1666914900,0.99631,0.99641,0.99623,0.99638,1344,19,403200000,1.00071,0.99715,0.99715,1.00071,44.91641,-64.468,-0.0001852,-0.0001919,9.36886,11.95111,21.30262,47.16052,0.32853,45.45731,-0.06419,37.7664,30.94065,1,1,win
14211,14211,1666924800,0.99692,0.99711,0.99691,0.99707,1733,19,519900000,0.99958,0.99687,0.99687,0.99958,59.90792,126.35977,0.0001119,0.0001081,20.68556,7.5568,30.41147,50.01137,0.63323,64.58547,0.02107,32.67222,27.06387,0,1,loss
14223,14223,1666928400,0.99666,0.99675,0.99649,0.99662,2441,12,732300000,0.99922,0.99669,0.99669,0.99922,51.38755,-2.62329,-8.44e-05,-8.52e-05,20.13484,13.42425,28.33419,35.3735,0.4963,49.91279,-0.04513,72.77684,64.94041,0,1,win
14262,14262,1666940100,0.99881,0.99922,0.9987,0.99918,2467,12,740100000,0.99897,0.99815,0.99815,0.99897,61.39556,101.75439,0.0001765,0.0001584,23.46562,9.04211,27.92024,50.38537,0.80377,57.58935,0.03805,79.90576,76.71476,0,1,loss
14297,14297,1666950600,0.99729,0.99761,0.99683,0.99683,2834,5,850200000,0.99861,0.9977,0.9977,0.99861,42.47429,-37.22822,-0.000375,-0.0003806,16.26822,12.55271,24.03655,42.53304,0.3384,46.19252,-0.07819,87.63403,72.01496,0,1,loss
14317,14317,1666956600,0.99381,0.99485,0.99376,0.9943,2873,5,861900000,0.9979,0.99595,0.99595,0.9979,42.80139,-39.0361,-0.0008118,-0.0008469,24.90424,14.69529,26.4516,57.17943,0.43057,53.93751,-0.06232,96.55652,86.12452,1,1,win
14349,14349,1666966200,0.9942,0.99516,0.99413,0.99516,2627,5,788100000,0.99708,0.99517,0.99517,0.99708,53.3895,-3.05155,-0.0001538,-0.0001571,21.9952,25.36138,24.3171,35.94042,0.63183,43.82208,-0.04018,67.74162,62.3911,0,1,win
14370,14370,1666972500,0.99561,0.99726,0.99539,0.99686,2960,5,888000000,0.99682,0.99545,0.99545,0.99682,58.13647,102.72186,9.58e-05,4.87e-05,21.72075,11.94928,17.50885,43.21616,0.80823,51.87363,0.15472,57.8298,36.57483,0,1,win
14414,14414,1666985700,0.99325,0.99332,0.99305,0.99312,2527,5,758100000,0.9962,0.99469,0.99469,0.9962,37.57432,-89.15089,-0.0006101,-0.0006184,9.25099,15.84243,20.44198,35.40237,0.36247,44.31255,-0.09758,59.67741,55.59541,1,1,win
14480,14480,1667178300,0.99563,0.99579,0.99559,0.99572,1826,19,547800000,0.99579,0.99552,0.99552,0.99579,51.46399,0.40715,-3.71e-05,-3.87e-05,19.99361,5.98655,37.01171,50.88239,0.5026,60.93756,0.06029,63.65771,53.40012,1,1,loss
14492,14492,1667181900,0.99583,0.99609,0.99582,0.99599,2267,12,680100000,0.99578,0.99559,0.99559,0.99578,58.2716,163.22837,1.01e-05,-8.5e-06,26.88183,14.19882,32.50574,54.66604,0.83877,59.10483,0.02712,66.66667,34.85967,0,1,loss
14518,14518,1667189700,0.99478,0.99517,0.99478,0.99509,2076,12,622800000,0.99566,0.99532,0.99532,0.99566,48.58809,-22.44317,-0.0002234,-0.0002301,18.85537,14.31833,18.85357,43.01524,0.4868,56.30374,-0.01909,66.72466,49.84911,0,1,win
14573,14573,1667206200,0.99479,0.99506,0.9947,0.99498,2399,5,719700000,0.99553,0.99518,0.99518,0.99553,50.64883,12.51848,-0.000292,-0.0003334,29.53882,12.97971,23.23856,49.87877,0.55251,61.89813,0.02413,95.93978,76.00797,0,1,loss
14582,14582,1667208900,0.99409,0.99463,0.99406,0.99458,2426,5,727800000,0.99544,0.99496,0.99496,0.99544,48.12403,-11.49425,-0.0002393,-0.0002507,22.52733,15.26836,17.26851,47.95583,0.53615,50.37364,0.04728,47.60254,40.61926,1,1,loss
14598,14598,1667213700,0.99175,0.99242,0.99168,0.99225,2781,5,834300000,0.99498,0.9937,0.9937,0.99498,39.11146,-50.37893,-0.0006826,-0.0007001,14.73053,18.86706,33.84185,21.11868,0.40286,45.65646,-0.06446,61.02166,45.23337,0,1,win
14662,14662,1667232900,0.98995,0.99075,0.98995,0.99029,2918,5,875400000,0.9936,0.99154,0.99154,0.9936,45.73934,-9.23416,-0.0007244,-0.0007595,28.09676,17.59705,32.42918,43.07757,0.48315,48.87073,-0.07265,76.29835,53.53559,0,1,loss
14675,14675,1667236800,0.98778,0.9891,0.98777,0.98892,2854,5,856200000,0.99304,0.99049,0.99049,0.99304,45.0499,-92.30448,-0.0006469,-0.0006503,18.25475,24.9606,18.72038,50.16646,0.44931,43.1279,-0.06266,35.13522,41.97247,1,1,loss
14681,14681,1667238600,0.98832,0.98895,0.98767,0.98787,2936,5,880800000,0.99274,0.98994,0.98994,0.99274,41.40162,-66.10837,-0.0006738,-0.000677,18.17654,26.27413,28.07616,50.43277,0.26162,35.33979,-0.14253,57.10104,40.35871,1,1,win
14698,14698,1667243700,0.98772,0.98806,0.98741,0.98799,2685,5,805500000,0.99203,0.98907,0.98907,0.99203,45.68114,-75.46514,-0.000327,-0.0003322,13.10812,13.79686,22.17941,35.67944,0.41222,47.95811,-0.05968,33.0687,20.2712,1,1,win
14717,14717,1667249400,0.98815,0.98868,0.98815,0.98862,2526,5,757800000,0.99141,0.98876,0.98876,0.99141,51.63774,11.33533,6.63e-05,6.62e-05,15.02978,23.35074,32.25689,43.50517,0.58911,44.30615,0.04959,29.81361,39.06967,0,1,loss
14732,14732,1667253900,0.98812,0.98834,0.98801,0.9883,2100,13,630000000,0.99095,0.98844,0.98844,0.99095,52.09464,10.27164,-8.97e-05,-0.0001117,16.03904,13.25554,19.44254,34.89727,0.57835,53.17503,0.00708,79.99303,56.02722,0,1,loss
14748,14748,1667258700,0.98806,0.98852,0.98804,0.98816,588,19,176400000,0.99052,0.98824,0.98824,0.99052,52.59807,72.9783,-7.84e-05,-8.47e-05,34.41973,14.29181,30.44134,46.38245,0.61856,55.21327,-0.00911,78.82675,55.58039,0,1,win
14780,14780,1667268300,0.9883,0.98895,0.9883,0.98882,1659,12,497700000,0.98993,0.98837,0.98837,0.98993,63.28116,152.59078,9.33e-05,9.32e-05,16.58791,18.02839,14.99647,45.35132,0.90221,53.51778,0.05667,36.43662,27.59454,0,1,win
14792,14792,1667271900,0.98888,0.98918,0.98887,0.9891,2118,12,635400000,0.98979,0.98848,0.98848,0.98979,65.07209,207.72947,9.65e-05,7.54e-05,27.99736,16.76049,18.47039,58.69448,1.0649,54.2143,0.02832,70.47883,45.62095,0,1,win
14832,14832,1667283900,0.99053,0.99073,0.99048,0.99051,2176,12,652800000,0.98984,0.98974,0.98974,0.98984,61.82312,121.48953,0.0001814,0.0001735,32.8786,14.95025,22.69864,48.35307,0.72507,46.79513,0.05556,80.87684,67.43649,0,1,win
14840,14840,1667286300,0.99061,0.99091,0.99059,0.99085,2368,12,710400000,0.9899,0.98997,0.98997,0.9899,66.50615,129.05932,0.0002003,0.0001864,31.50236,20.48896,15.09912,51.41346,0.95425,52.8033,0.07474,68.23394,60.57306,0,1,win
14875,14875,1667296800,0.99298,0.99363,0.99273,0.99342,2907,5,872100000,0.9906,0.99174,0.99174,0.9906,63.70793,89.59559,0.0001409,0.0001114,28.9894,15.58268,27.76989,43.00598,0.76936,58.93314,0.0927,65.83354,45.49245,0,1,win
14895,14895,1667302800,0.99277,0.9932,0.99253,0.99259,2679,5,803700000,0.99098,0.99222,0.99222,0.99098,52.08372,-0.35284,-4.06e-05,-4.75e-05,22.77278,16.7274,29.88783,42.35513,0.45852,38.39896,0.02822,83.35608,61.64159,0,1,win
14917,14917,1667309400,0.99361,0.9942,0.99358,0.99408,2753,5,825900000,0.99143,0.99285,0.99285,0.99143,61.7446,143.41969,0.000216,0.0001907,36.94464,15.33231,21.45772,49.6063,0.81538,63.12175,0.04126,68.95276,44.36389,0,1,loss
14923,14923,1667311200,0.99336,0.99437,0.99336,0.99387,2861,5,858300000,0.99154,0.99296,0.99296,0.99154,57.7196,121.63712,0.0001567,0.0001541,34.79265,15.06059,21.76008,57.30028,0.71013,59.94226,0.02013,55.63667,42.1555,0,1,win
14936,14936,1667315100,0.99427,0.99476,0.99421,0.99459,2683,5,804900000,0.99185,0.99342,0.99342,0.99185,60.52902,123.59194,0.0002465,0.0002325,26.3741,12.50459,27.85876,71.74809,0.85658,63.11007,0.09259,66.85522,41.42899,0,1,loss
14965,14965,1667323800,0.98796,0.9885,0.98766,0.98776,2876,5,862800000,0.99143,0.99077,0.99077,0.99143,35.0983,-37.85423,-0.0014086,-0.0014689,22.11397,20.16721,46.8999,49.8988,0.4115,44.35484,-0.3038,79.23884,64.97741,0,1,loss
15031,15031,1667343600,0.98765,0.98775,0.98744,0.98744,69,136,20700000,0.98949,0.98774,0.98774,0.98949,47.17288,16.06985,-8.13e-05,-8.32e-05,18.52356,12.82572,22.97004,42.89196,0.45447,48.31481,0.00506,59.20333,36.88151,0,1,win
15048,15048,1667348700,0.98715,0.98792,0.98714,0.98768,1818,19,545400000,0.98917,0.98759,0.98759,0.98917,55.03878,47.72902,-6.03e-05,-6.11e-05,23.15142,15.49907,15.73741,61.76984,0.76937,51.57599,0.01215,58.58946,35.05116,0,1,loss
15053,15053,1667350200,0.98731,0.98739,0.9873,0.98738,875,19,262500000,0.98907,0.98752,0.98752,0.98907,49.97555,-20.00815,-7.79e-05,-7.9e-05,30.23121,12.00521,17.90215,56.84941,0.48629,53.17264,0.00304,59.71004,49.56545,1,1,win
15098,15098,1667363700,0.98895,0.98908,0.98892,0.989,2055,12,616500000,0.98873,0.98815,0.98815,0.98873,61.57921,180.1235,0.0001671,0.0001444,25.25137,14.49028,21.44391,64.39589,0.82867,61.06018,0.0263,84.33153,62.86006,0,1,loss
15132,15132,1667373900,0.98869,0.98876,0.98858,0.98868,2093,12,627900000,0.98879,0.98867,0.98867,0.98879,48.61368,-11.75205,-9.21e-05,-9.81e-05,24.29431,17.68931,23.55946,56.5901,0.48842,49.58738,-0.01416,89.88639,88.48132,0,1,loss
15151,15151,1667379600,0.98821,0.98852,0.98811,0.98828,2413,5,723900000,0.98873,0.98852,0.98852,0.98873,46.53897,-35.74,-0.000134,-0.0001398,21.55337,15.54202,16.33197,37.62775,0.37788,46.10843,-0.05158,54.02687,52.07417,0,1,loss
15160,15160,1667382300,0.9877,0.98821,0.98766,0.98818,2601,5,780300000,0.98863,0.98824,0.98824,0.98863,52.84937,21.59399,-0.0002254,-0.0002537,29.34668,14.23437,18.32644,43.50068,0.63128,54.40393,-0.03642,64.62202,47.62731,0,1,win
15186,15186,1667390100,0.98997,0.99053,0.98991,0.99045,2761,5,828300000,0.98882,0.98905,0.98905,0.98882,67.85872,93.64522,0.0002693,0.0002427,29.05017,10.97477,30.96861,49.41173,0.66908,61.30723,0.0495,70.02442,48.6055,0,1,loss
15211,15211,1667397600,0.98972,0.99038,0.98972,0.99022,2712,5,813600000,0.98904,0.98951,0.98951,0.98904,58.02604,106.17929,1.51e-05,-1.3e-06,29.93668,11.95728,22.1911,78.45886,0.79508,68.50393,0.04243,71.02769,60.31064,0,1,loss
15218,15218,1667399700,0.98975,0.98996,0.98941,0.98968,2835,5,850500000,0.98908,0.98953,0.98953,0.98908,50.71605,13.87645,-1.73e-05,-1.79e-05,19.41596,14.61297,15.60663,77.89226,0.53161,58.7508,0.03942,59.21894,54.8657,1,1,win
15221,15221,1667400600,0.98974,0.9902,0.9896,0.99004,2858,5,857400000,0.98909,0.98954,0.98954,0.98909,55.17841,94.43945,-8e-07,-2.43e-05,22.86129,14.68965,14.67938,70.96453,0.75531,61.53911,0.03739,47.86145,42.34306,0,1,win
15253,15253,1667410200,0.98757,0.98763,0.98716,0.98751,2741,5,822300000,0.98896,0.98864,0.98864,0.98896,39.6629,-54.91131,-0.0005462,-0.0005649,16.73102,21.65058,35.69412,35.35847,0.40203,39.48287,-0.06881,85.67127,71.14183,0,1,win
15270,15270,1667415300,0.98609,0.98693,0.98609,0.9867,2499,5,749700000,0.98862,0.98769,0.98769,0.98862,44.27549,-41.30132,-0.0004988,-0.0005165,18.14788,16.86516,27.92922,28.16575,0.41431,38.57029,-0.06786,53.85401,36.06844,0,1,win
15315,15315,1667428800,0.98223,0.98225,0.98171,0.98176,1821,19,546300000,0.988,0.98611,0.98611,0.988,29.19259,-83.23902,-0.0017081,-0.0017235,2.93626,30.69415,57.91916,22.04021,0.39548,30.74366,-0.2175,9.38232,13.12869,1,1,win
15404,15404,1667455500,0.98293,0.98308,0.98287,0.98293,1636,12,490800000,0.98461,0.98272,0.98272,0.98461,54.29734,62.54567,1.24e-05,1.15e-05,24.09759,6.79341,31.25255,47.5036,0.60193,55.45477,0.01221,92.21928,81.47164,0,1,loss
15453,15453,1667470200,0.97807,0.97894,0.978,0.97884,2921,5,876300000,0.98321,0.98057,0.98057,0.98321,42.49481,-33.87899,-0.0010132,-0.0010687,19.89681,18.58185,45.83778,36.17694,0.44365,41.0642,-0.10206,92.01609,80.17172,0,1,loss
15461,15461,1667472600,0.97677,0.97717,0.97647,0.97662,2810,5,843000000,0.98272,0.97955,0.97955,0.98272,31.28839,-96.54929,-0.0010546,-0.0010683,11.30614,20.36158,38.73978,35.86505,0.37926,34.08341,-0.09207,60.25212,57.5471,1,1,loss
